branch_id_1	branch_id_2	branch_id_3	OCNany2spe	ECNany2spe	OCSany2spe	ECSany2spe	omegaCany2spe
1	5	103	4.16745326798184	0.005853977983356337	1.0115452760633223	0.10227771833514065	71.98058278111367
1	26	33	2.9046803904678233	0.004874914455076058	0.017397213047855308	0.04898181461056139	1677.5927555231335
1	26	35	5.862185452367594	0.004159542984356869	1.799805194700762e-06	0.040777676096713227	31930881.472141854
1	26	40	2.9925455043857205	0.0015423423123994133	6.294998459590489e-06	0.013631858310456192	4201645.670456718
1	26	102	2.6492524362396295	0.0012650034332257992	2.5442307544047527e-06	0.012870641220297498	10594374.587996792
1	26	124	2.3343705038547085	0.0010687316927228006	0.00014863953150501746	0.006570629169297886	96554.76877819467
1	33	35	4.778304188911147	0.0031440364890651723	0.0024427134851263436	0.03492513985958546	21729.60540625956
1	33	40	2.9106350047070575	0.002360806983856635	0.8557902558228108	0.02260589132067201	32.56728576798736
1	33	102	2.5803034508238283	0.0019232529620908637	0.0021056048568094355	0.02092245574164983	13331.228039285284
1	33	124	2.01721780428731	0.0015811405608449876	0.00474749194162218	0.011119768584090571	2988.2286537860314
1	35	40	2.902007075557125	0.0009797527433780147	4.721213827806162e-05	0.010051822677657087	630627.8219964276
1	35	102	2.5736605710363505	0.0008132734373934473	9.072973858152888e-06	0.009567230063782487	3336961.8322556885
1	35	124	2.50834263424476	0.0006788434754556793	0.00012238998280954675	0.004625597828881013	139649.44317208356
1	40	102	2.650837530257085	0.000657825930952446	0.00011323280640627149	0.00968471149140585	344656.55127951107
5	26	124	2.3965959285583733	0.0029048986561986023	0.030439436411606926	0.01695410643377785	459.51757840653204
5	35	124	2.3473252417918715	0.0018499583991480153	0.007651798663975085	0.012258462692124283	2032.7491213482558
5	53	103	3.07804392093166	0.006149040100651852	0.9893522974960485	0.05182244685691591	26.220105540247737
5	95	103	2.313262294087578	0.007750794760468436	0.037158809474748554	0.07367284533366973	591.7309616602644
5	103	123	2.2115756113943315	0.008786582347991335	0.8674623494803341	0.08238958335909112	23.905810959881673
25	26	35	4.267508305657114	0.027973376058058854	0.2631082396431023	0.2507566152447738	145.39432025001062
25	26	95	2.31898060865418	0.018199009697478095	0.009807461447691691	0.11120498083494974	1444.83079846578
25	35	54	2.552398402152021	0.03997782307235197	0.1475086143545026	0.3181714077581375	137.71241314862456
25	35	89	3.2003621375263727	0.030247868493387245	0.02040881562396173	0.24580413553676284	1274.3118765788456
25	35	103	2.3288546446417397	0.014418934256247382	0.019732489741264677	0.12049297984451765	986.2546875557504
25	35	108	3.844563414367417	0.047779576024329744	0.11290652936572507	0.320416845665677	228.35000212530778
26	33	35	4.766142866184357	0.011203551231544392	1.8375830036433158	0.15248648819555666	35.30171050678605
26	33	40	4.880735941373117	0.003943046272235662	2.6901661466599653e-05	0.04253853401926961	1957297.5576894712
26	33	102	2.7475890865756485	0.003087395543790038	0.9424794859236121	0.03515610993156194	33.19620343816777
26	35	40	5.868950445625893	0.0033726952274276173	6.96450975135215e-05	0.032998082133005584	824482.5965970072
26	35	89	3.97119926262124	0.015151728561935347	0.9618255527607141	0.14939147713240664	40.708866344022596
26	35	102	2.574032289201056	0.0026741015849310592	0.9611633929933916	0.028843471300748685	28.88593260220168
26	35	103	2.736645678744138	0.007255674640228579	1.8818970430910043e-05	0.07440475196345032	1491233.2730481622
26	35	106	2.1562452788984223	0.006643914579008429	0.006813004948718198	0.06850061294732225	3263.096178636645
26	35	124	4.1366475208208	0.0023001516169346673	0.016568853994398135	0.019025165678617343	2065.0379121650003
26	40	102	2.650465217308299	0.0009917841540352083	6.214249542358752e-06	0.009884930066742825	4250987.776718284
26	40	110	2.250504128283331	0.005249566180758031	0.00015434130056872868	0.047456629541371545	131816.91209416572
26	40	111	2.017741188135166	0.0034401558376533736	6.2519800208235985e-06	0.0317603427168461	2979579.253002201
26	40	124	2.4693401773569645	0.0008579581076767763	0.017616695896686903	0.005625373189091995	919.0554641406754
33	35	40	5.745386477202903	0.002546849530318535	1.9063193574582186e-05	0.029268842055460906	3463584.9490173347
33	35	102	2.5046227164136052	0.0020185431506688583	0.000369428584976838	0.02504367825632699	84114.69927553298
33	40	102	2.579124447083727	0.0015113377879523756	0.000677243072088366	0.016319741710195988	41122.49598076986
35	40	102	2.5743557601506466	0.0006366634164755129	0.0002119791611096312	0.006931341217730182	132215.62365542797
35	40	124	2.4120555257577956	0.0005455285291448287	1.300482861655675e-06	0.0037253518086202294	12665796.107288076
35	89	108	2.9533857717587964	0.026374565607968484	2.2324730715907912	0.23149811160958297	11.61170747515009
35	106	108	3.222351386247232	0.011895904664633703	0.17453761508011112	0.12721132187438758	197.42954745215957
