branch_id_1	branch_id_2	OCNany2spe	ECNany2spe	OCSany2spe	ECSany2spe	omegaCany2spe
1	5	10.220619105818812	0.44142004571047877	3.42029430794019	2.670757875430996	18.07990700372964
1	12	2.7577919975288254	0.17446748753861818	1.9038791113165476	0.9688480648716222	8.043837848268712
1	26	7.953858348106069	0.22455966627864596	0.07104736860693862	0.8597671322054087	428.62642218384906
1	33	5.457295073315845	0.34646575640114186	1.9104146712029781	1.3877046652648142	11.441593748933764
1	35	8.843727266198291	0.14506275592310192	0.6889627080421679	0.6189756776835186	54.77183429791513
1	40	3.989843091827792	0.11968892337653708	2.07382852342497	0.5901464906811225	9.486124966654444
1	101	2.2679102930275286	0.047566764459220416	0.010723442624755365	0.2779903499931891	1235.9979449880252
1	102	4.069532102443519	0.10076655739148746	1.0281553434143431	0.5942985898846155	23.343932573076255
1	103	4.406996327638631	0.23332879820368593	2.349201408238965	1.344147389498813	10.806896318953989
1	106	4.334512020084807	0.2533273125033874	1.4756211018892786	1.5645223624901339	18.14116250970639
1	123	4.018498000502332	0.2518823448712614	0.668869634032893	0.8992307716665117	21.44843993690954
1	124	3.899144422469474	0.08095353962424932	1.1129503197692079	0.30807533056350367	13.332593052472482
4	11	6.405051262159559	0.39423235769892534	8.166064158236738	2.615874536368308	5.2044455023294285
5	40	5.229437836257249	0.33168858972957194	0.0780700902498581	1.5619687468131365	315.4366352338044
5	41	2.9970492735730687	0.05798120285044691	0.00011177660430724291	0.28579566628591113	132163.4568286141
5	53	5.222627213031314	0.40557021877878674	2.283578708932858	1.3128836339916419	7.403434180774646
5	55	2.2054039770425184	0.1198578166694574	0.6358618404758077	0.4215613845549044	12.198876948335533
5	95	4.020846429413601	0.6076623016203035	2.2342769345430833	2.0026637470858093	5.930976809382929
5	102	6.424729388291166	0.28108653404505807	5.6524090658254345	1.669690277701077	6.751762130710059
5	103	18.478306562141146	0.6491514325595232	17.941062663557904	3.8035405790177084	6.034704917707871
5	104	3.7028407732109376	0.273714584525445	2.809847443805151	1.6161875163728576	7.781191524684037
5	105	2.0552599521085355	0.1770467423933479	2.195273812875981	1.0923435421498315	5.776295045142142
5	106	7.794382486854785	0.7059272023764293	7.86119411739566	4.386548141710647	6.161070464098472
5	123	7.357792531511039	0.6929185987083759	3.36066713403112	2.247715812466031	7.1020090504965445
5	124	4.183715329026004	0.22275106977901238	1.2744967183347196	0.7712851924575415	11.366286532131456
6	11	3.0227457643967126	0.16526376096442036	2.18157128246272	1.1673352962336918	9.787013753374126
6	86	2.1405446719762478	0.13389825272264516	2.0244276800296723	0.6381190098750301	5.039051556351292
9	54	2.88233124668715	0.4975822831525195	1.4409394794854864	1.5330074913801643	6.162792110916074
10	33	2.985521459448689	0.10367121010855217	0.02616903220636651	0.37134555979248957	408.6510347889609
10	98	2.4766499363729997	0.07304397163106896	0.4646870002688816	0.39039916727544927	28.485812127390876
11	40	2.415330695198034	0.2155092036441817	0.692777829046883	1.0878455198194037	17.59883929419438
11	103	2.092674174961656	0.4288245242188391	2.1617274311468515	2.7202374667848077	6.140841455152583
12	103	2.944995127679414	0.2832415092801648	3.3911326930682457	1.897306563647624	5.817285868005253
12	123	2.1456945570880017	0.28197479407159526	1.4178294655577166	1.0162718581403292	5.454356412031466
25	35	8.962028255849106	0.9975763201949707	1.6043200333050769	3.561609130466088	19.94414516867744
25	95	2.365327674847303	0.7776146021984458	1.109323631012212	2.1338544318725337	5.851044897105678
25	124	2.3996996585766173	0.29035788470692203	0.8818691780328486	0.859367718339502	8.053749873469794
26	35	16.826417090788553	0.5019663455708221	5.901686522016672	2.3479767031067182	13.336279695169955
26	40	7.033806500128074	0.18714447592767094	2.062648373628036	0.7422020009901963	13.524160825496647
26	95	4.981205403207506	0.3397300156782213	1.232346946674826	1.1481369008210345	13.66033070081568
26	102	4.290060655883815	0.14452699290660248	2.67754186905078	0.6042266193564482	6.698507524883631
26	106	2.3384176531357306	0.35921426763820824	0.9285016097974107	1.4349418690020321	10.06051353096444
26	124	6.136035182716886	0.12718284009056702	0.484811493222598	0.44875809101973196	44.65794219196702
30	104	2.7056082220095905	0.038073820672307655	0.7250826202133902	0.15840846066493988	15.524918473424906
33	35	8.73598919557238	0.38117845961944496	5.519715702255438	2.061165140868399	8.558148476843858
