branch_id_1	branch_id_2	branch_id_3	OCNany2spe	ECNany2spe	OCSany2spe	ECSany2spe	omegaCany2spe
1	5	103	4.166994937953617	0.05004205414703211	0.9978317074745952	0.26494879672902044	22.110191075913253
1	26	33	2.904657341141088	0.011759144228355308	0.01740101335930799	0.09356433054461807	1328.173967007432
1	26	35	5.854334004706458	0.02132579917429385	1.7280901750000003e-06	0.08244523861424695	13096985.88719981
1	26	40	2.992526980012034	0.009327194924895645	8.476420376e-06	0.030511048193635433	1154866.1784357547
1	26	102	2.649370399292992	0.0067435566769043715	2.5545357625083703e-06	0.04138693592199971	6365095.959920785
1	26	124	2.3465753034527213	0.007670189471250869	0.0001675465976634644	0.03629122352019402	66266.5560784303
1	33	35	4.778239552713916	0.013824145489279994	0.0024360559220559987	0.06900266210291126	9790.575377846508
1	33	40	2.907258392818916	0.008883760067844066	0.8556234088478728	0.034958633596976686	13.370837286803246
1	33	102	2.5785173026017754	0.006471004791230679	0.001441112102612044	0.04553500364658097	12590.585856232741
1	35	40	2.9019858937470677	0.010992296215838653	4.9773560392999995e-05	0.022034480725376986	116872.13734511421
1	35	102	2.573759725205727	0.0080754068739243	0.00292260061349101	0.0373256648449736	4070.442915097455
1	35	124	2.512826157670898	0.009642677215383063	0.0001288936595146794	0.029084130304210948	58801.6269612547
1	40	102	2.6514021898853453	0.006378547440434028	0.00012517691424702938	0.028657024859671136	95161.36865641501
5	53	103	2.988857247430503	0.023464144742201917	0.9906268794035638	0.26216858702064344	33.71094985084993
25	26	35	4.268318016942839	0.05422190405868162	0.34952878323928993	0.35924324377855216	80.9072927637479
25	26	95	2.320367056598916	0.03024814929189988	0.009868454819142706	0.1749370683208749	1359.8486363940594
25	35	54	2.566638928822941	0.058769910977207344	0.14742450388158196	0.5043231502991096	149.39944136294878
25	35	89	3.201492412374224	0.04177281634858805	0.020667877519722568	0.3778008042182118	1400.9599468753468
25	35	103	2.3342480475335243	0.03411457748246701	0.019753825720163314	0.21942324144422085	760.0434418315429
25	35	108	3.84791302299369	0.03842025312537728	0.11282862199930067	0.3101806218780147	275.334354499422
26	33	40	4.880611756162561	0.011011898461334886	2.9067694293000006e-05	0.0687053971669344	1047592.3876449463
26	33	102	2.7479774183977805	0.00959114125958183	0.9437004923767319	0.08729723077252945	26.503861771482406
26	35	40	5.868782033635035	0.019881865987650026	7.398339670899999e-05	0.058845836880743324	234786.06379488588
26	35	89	3.974754820845184	0.029459265213509812	0.9619080477839819	0.23050730782728268	32.33252147531345
26	35	102	2.574152565050791	0.015124378944580684	0.9613873308766308	0.0823753008719348	14.58328462482609
26	35	103	2.740765336871507	0.024684968258073595	1.9296905438e-05	0.13421844302369854	772260.4750266748
26	35	106	2.1564453207023804	0.02126174206565935	0.008136471821632586	0.16393153664228732	2043.4592916134918
26	35	124	4.1453119200036985	0.018305762373425828	0.2709176950343993	0.06519701495223304	54.49538620664614
26	40	102	2.6505879569209543	0.006351296727585243	1.0014834372289638e-05	0.031170646206026928	1298918.3491464958
26	40	110	2.2510351495137066	0.011636785048386066	2.7258082462236372e-05	0.09769522635445785	693309.7483557421
26	40	124	2.4745325228468693	0.006965334502118638	0.09505982612822374	0.024342983346226456	90.97623812427175
33	35	40	5.745230135944959	0.012803470250141613	9.518445969e-06	0.04951025142028841	2334042.8018471245
33	35	102	2.5051585563085523	0.010668668600370175	0.0005794180601538355	0.07239105026235847	29337.144718066378
33	40	102	2.579682222042758	0.005676472742293311	0.0006515990284370525	0.03414004610733859	23810.65427297244
35	40	102	2.574924328274306	0.007939706915592055	0.00021613234859083763	0.02459905789155769	36911.24560336241
35	40	124	2.4437394420915903	0.008930607308497159	1.7247760641906394e-05	0.017063849016147648	270718.65791861876
35	89	103	2.002952545389852	0.019161978872972336	0.013480253979207003	0.16301499681036213	1264.0370044993622
35	89	108	2.953266804104283	0.02194944641856216	2.2327574228692915	0.23352447186460193	14.072458253697778
35	106	108	3.2217567968008387	0.024303897600003344	0.1766748926027962	0.24885917850239214	186.72207024051167
