branch_id_1	branch_id_2	OCNany2spe	ECNany2spe	OCSany2spe	ECSany2spe	omegaCany2spe
1	5	10.219488387	1.5391411744647259	3.421655111200003	4.850853040180512	9.413098069254296
1	26	7.9459770003	0.5573808457867723	0.070907966675	1.534502994741623	308.50909503897964
1	33	4.8875085755	0.5693922094299622	1.3163282506999998	1.7390970412422397	11.340589379839045
1	35	8.835859026	0.6724259317792246	0.6891775788	1.1585498309977067	22.089602606590997
1	101	2.2637722908	0.14884503376690716	0.01063182029999999	0.6985520748159658	999.2854183605457
1	102	3.7707388718558277	0.40994257353667796	1.1965032953712416	1.3819951122337824	10.62419523328445
1	103	4.406705385599998	0.9472121972128977	2.3313251557666685	2.758739838135816	5.505219392864071
1	106	4.534479546860663	0.8131178562520491	2.051098428455026	3.632837240054256	9.87718954253517
1	123	4.028867392509969	1.049721049781864	0.7097978737328604	1.9485474289075684	10.536232712017894
1	124	4.011975236741684	0.5232568257756618	1.6115000675648203	1.2361258394028658	5.881332030362042
4	11	6.800665688365392	1.3045335718422149	9.287873420686156	10.156765341242023	5.700793328305913
5	40	5.2294617592999995	1.1786658212665246	0.07804325860000003	2.728424233032937	155.11107403481168
5	41	2.9970231664000004	0.2866398251284383	0.0001086995	0.4853810479639608	46688.38358808317
5	53	5.077595794553335	1.139114055729587	2.282672774579998	5.110863971360257	9.98025362378008
5	55	2.14395817403125	0.3784559315606276	0.6366186078999998	1.0195500545847365	9.072567663234818
5	104	3.6424908531	0.9220565737938924	2.7983016195000014	4.097348033337264	5.784278998687033
5	105	3.5737249688050885	1.0711694808410877	4.156423012100759	6.676757921666203	5.359309344930412
5	123	8.115924922925464	1.9878416919145612	3.585896786653479	4.525814905091815	5.15294170361653
6	86	2.503798429329169	0.4728697879644758	4.202134788968741	4.997226315592454	6.296755564719186
9	54	2.88238081034375	0.6269042971158254	1.4412365586	2.744862862935979	8.756599613269378
10	33	2.9854960015999996	0.2712819705183489	0.026134380500000005	1.265307916681426	532.8188464362905
10	55	2.04706217341836	0.06657113651477395	1.1094254004710937	0.3540183593687009	9.812343476791025
10	98	2.6705200248394534	0.15636839598486751	0.45931261593046874	0.7337863626628774	27.284004939170856
11	40	2.578417814	0.5880951043720275	0.6851172763000002	2.4467057634128664	15.657504847100387
11	99	2.1181148401302248	0.7911567276930047	2.0161897905588253	4.948631713866784	6.571139700886018
11	103	2.0935724211000006	1.4499674105237748	2.175780903500003	8.97967426925827	5.959024487357183
17	26	2.9330735384	0.5958549704279839	2.683611662924998	4.241509358831343	7.780063547631069
17	59	5.80101541870001	0.9887398432255868	18.84550757049999	17.394533575429357	5.415355021576369
17	131	2.4983265423355157	0.8133248126825375	5.2537602876980385	9.11614807073937	5.329988811413253
25	35	9.034049234845396	1.8098306903995367	1.710361668696786	4.981186082891068	14.537486207650817
25	63	2.0292104430243976	0.6002132359311403	0.5301183417749199	1.9966622064046051	12.73366109874707
25	95	2.365492340680854	1.206155124853919	1.1200072276287476	3.307170300285519	5.791007316145104
26	35	16.832959661900002	1.2538274472659487	5.903316175300002	3.191756820800488	7.258660112411719
26	40	7.0086408806	0.5268596482863795	2.0616353336	1.1647724910589652	7.515677329102194
26	89	6.9770730282	0.7705881152460944	7.416668818200001	4.533914286919965	5.5349713991850304
26	95	4.9884931369	0.6985994027552556	1.2324677255000007	1.6447493828430597	9.529395367527137
26	102	4.289491198845014	0.3861590399016804	2.988465230261452	1.5565276574413656	5.785597404585349
26	106	2.3462565520612473	0.5288449910518381	1.3934916501180539	2.9945270542598226	9.533908367072497
26	124	6.1921368252461475	0.4525673259468254	1.448841530738757	1.3979740956373294	13.201874072383442
30	104	2.7063362796	0.27712198900715734	0.7237468497750003	0.8397011890317129	11.330494225523871
33	38	2.305567017038462	0.3139139433951692	2.938677887984616	3.06524942060026	7.660920894170077
33	40	7.6500416714999995	0.4860083089394531	1.8648932351000003	1.4705159237272438	12.411831322221396
33	48	2.0221479940318576	0.34061696617148857	3.5178047305326734	5.209289359722696	8.791306341532401
33	86	4.541425030953403	0.6449866195277921	7.998298304792627	5.84053147892994	5.141575478378048
33	99	4.133204558621675	0.6946099939916527	3.462334224039385	3.4724211378914136	5.967731494494795
33	102	2.8415666295581805	0.37791734050984105	1.6161792406757762	1.6595348011414024	7.720721096773519
33	111	4.930768513700002	0.6194240463469326	4.423064417700001	4.607190530857564	8.29162135895347
33	123	3.903624476933207	0.7732876638460844	1.141806594844333	2.6653123930973543	11.783722921572434
33	124	4.607842986645238	0.49975141330482814	0.49121874189796494	1.5839703436088692	29.731427300252022
35	40	7.7587734712	0.6314734700803638	0.0232880001	0.8520622468061512	449.54905752985104
35	54	5.7926092718	1.150644061188115	3.7075805431999984	4.1981242772729335	5.700302869269068
35	89	5.972440366000001	0.9278207114635094	2.3488879894562493	3.31221844404498	9.077043633819324
35	90	3.424383215225	1.0798910228031848	0.0742675058	1.7051707216414935	72.80671846664457
35	102	2.577221810154422	0.51547662954739	1.1250878603963124	1.2662361734557024	5.626924593555635
35	103	7.380809750599999	0.820027185221214	0.25251374630000006	1.9987448263645575	71.24396609274899
35	106	3.487308561690815	0.6368699123372413	1.8181312559100185	2.3189635300633378	6.9840659178595335
